Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,44.47,45.3,0.0,20.05,0.0,17.49,16.83,23.13,22.1,12.0
Feb,32.41,48.2,8.9,5.24,33.65,34.26,24.51,32.16,38.21,32.7
Mar,39.43,51.68,0.0,51.24,27.55,31.85,51.57,36.6,36.75,37.6
Apr,61.09,45.0,20.55,80.3,49.2,11.58,83.76,55.44,23.33,48.8
May,39.37,53.05,25.6,33.04,35.44,15.0,0.0,15.57,27.41,50.5
Jun,134.5,184.72,29.63,145.45,118.97,93.52,136.34,125.94,94.06,139.3
Jul,224.62,309.07,71.72,225.59,216.44,196.97,187.28,261.22,206.3,239.3
Aug,256.69,258.4,64.39,186.87,206.1,189.13,201.09,203.85,195.21,196.7
Sep,180.34,190.64,49.05,65.6,122.47,113.56,70.66,200.07,113.83,231.7
Oct,136.98,37.63,0.0,15.2,17.82,30.49,0.0,73.0,19.52,3.8
Nov,8.93,21.28,0.21,12.32,18.71,14.71,11.09,13.14,0.31,43.4
Dec,0.0,32.64,0.0,24.7,25.65,20.15,44.71,45.69,8.34,4.8
