Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.43,13.9,0.0,0.0,0.0,1.24,1.15,0.0,10.37,12.8
Feb,2.07,10.01,0.0,0.0,0.0,6.35,0.15,0.0,1.48,5.3
Mar,1.06,9.75,13.73,5.79,2.06,15.83,0.0,0.0,8.13,12.3
Apr,0.0,16.22,22.91,4.77,33.44,21.7,1.32,19.57,31.39,2.0
May,41.04,62.34,43.22,73.05,85.71,42.36,56.87,86.88,58.77,71.0
Jun,34.32,40.61,3.26,55.1,27.1,20.57,44.12,26.3,25.23,11.5
Jul,43.68,56.78,38.51,59.83,44.13,18.98,40.53,43.73,32.59,34.3
Aug,77.02,92.59,50.19,189.82,135.09,75.91,161.81,132.57,90.79,26.2
Sep,81.61,134.65,54.32,0.0,150.68,73.55,150.96,153.83,92.31,108.0
Oct,185.26,171.25,75.04,121.0,119.6,94.81,121.18,116.95,110.11,69.8
Nov,103.05,124.64,21.86,79.15,82.07,123.38,71.5,56.88,133.58,176.5
Dec,71.43,72.77,31.1,34.4,31.68,50.98,33.35,26.62,54.04,3.8
