Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.58,0.33,0.1,1.18,11.82,0.42,4.31,7.65,0.35,1.33,0.0,0.5
Feb,0.01,0.96,0.0,0.55,0.98,1.54,4.43,4.62,0.0,3.57,2.08,0.0,0.0
Mar,0.49,4.29,0.0,0.55,4.39,0.0,27.21,132.22,14.64,25.5,202.53,2.95,31.7
Apr,22.84,28.27,24.58,17.41,34.65,14.35,12.21,6.74,21.13,12.59,16.58,20.52,23.4
May,58.6,81.26,69.13,41.28,71.77,73.51,12.63,83.61,46.94,12.28,78.42,48.94,82.7
Jun,136.98,376.15,0.0,163.35,505.14,0.0,138.58,56.05,86.77,123.68,158.9,71.03,164.8
Jul,311.31,424.12,0.0,331.27,458.77,0.0,230.41,260.12,194.75,237.49,110.21,194.57,56.8
Aug,292.23,303.82,0.0,290.9,225.22,0.0,188.36,171.23,187.79,206.79,193.95,165.55,57.9
Sep,114.91,163.93,69.43,145.33,153.09,71.29,216.21,168.56,87.07,189.48,178.13,71.68,73.5
Oct,107.33,120.81,103.39,113.62,115.69,108.42,112.71,102.79,102.68,96.59,102.3,103.4,81.6
Nov,13.08,39.65,18.24,15.65,43.53,12.59,0.0,0.0,35.56,0.0,0.0,36.5,6.4
Dec,0.0,8.7,8.31,0.0,5.18,1.27,0.0,0.0,0.0,0.0,0.0,13.84,1.2
