Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,0.81,0.0,0.1,1.3,0.0,0.07,2.0,0.0,0.09,1.76,3.2,0.0
Feb,0.1,0.87,0.94,0.1,0.87,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8
Mar,3.07,7.1,0.69,3.37,6.7,0.0,2.41,6.09,9.6,0.0,6.75,0.0,4.3
Apr,29.39,34.15,2.68,19.87,23.72,0.0,90.06,32.15,27.36,69.97,17.51,19.65,32.2
May,46.18,67.74,34.38,49.04,68.87,42.49,75.47,48.95,48.57,72.29,43.06,48.46,75.0
Jun,123.68,110.8,66.01,111.33,95.87,65.76,58.5,59.49,68.9,29.24,58.63,68.69,68.7
Jul,77.7,142.84,36.34,79.54,147.71,56.75,88.69,75.95,44.18,88.56,81.13,48.16,46.1
Aug,95.66,115.46,47.04,105.77,111.54,64.93,11.05,112.1,80.16,18.83,119.83,64.54,48.4
Sep,120.27,116.83,182.9,124.01,114.37,171.55,66.14,49.58,126.68,74.24,0.0,121.28,57.8
Oct,65.37,110.69,116.52,87.74,98.11,117.33,93.15,78.39,92.18,93.28,71.84,90.85,26.9
Nov,21.65,36.0,0.72,14.52,40.74,16.9,14.86,26.72,30.17,15.13,27.75,23.28,1.2
Dec,0.17,6.48,0.83,0.5,4.12,7.35,8.38,8.55,3.16,8.2,12.84,11.5,0.0
